,longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,ocean_proximity,income_category
11991,-117.53,33.97,29.0,1430.0,273.0,872.0,283.0,4.0833,INLAND,3
4259,-118.34,34.1,29.0,3193.0,1452.0,2039.0,1265.0,1.8209,<1H OCEAN,2
15504,-117.25,33.08,14.0,7208.0,1012.0,3097.0,1014.0,6.617,NEAR OCEAN,5
15253,-117.28,33.02,21.0,2736.0,585.0,1251.0,576.0,4.2356,NEAR OCEAN,3
14258,-117.11,32.7,37.0,2045.0,502.0,1920.0,472.0,1.8125,NEAR OCEAN,2
8787,-118.36,33.79,34.0,5166.0,704.0,2071.0,668.0,8.3609,NEAR OCEAN,5
11234,-117.96,33.8,30.0,729.0,131.0,488.0,139.0,4.7667,<1H OCEAN,4
19671,-120.83,37.52,6.0,1488.0,252.0,773.0,259.0,4.1859,INLAND,3
19181,-122.61,38.42,13.0,7731.0,1360.0,2543.0,1249.0,4.6957,<1H OCEAN,4
6420,-117.98,34.14,27.0,6341.0,1289.0,2899.0,1192.0,3.6336,INLAND,3
16126,-122.47,37.79,52.0,437.0,105.0,194.0,87.0,2.8125,NEAR BAY,2
16933,-122.33,37.57,20.0,2126.0,643.0,1112.0,597.0,3.625,NEAR OCEAN,3
12780,-121.43,38.65,18.0,909.0,198.0,661.0,176.0,3.1696,INLAND,3
13301,-117.63,34.07,39.0,2650.0,511.0,1537.0,495.0,3.4432,INLAND,3
797,-122.08,37.63,33.0,691.0,127.0,431.0,149.0,4.25,NEAR BAY,3
18662,-121.93,36.99,19.0,6356.0,1100.0,2954.0,1070.0,4.7325,NEAR OCEAN,4
2456,-119.67,36.57,32.0,1604.0,292.0,868.0,276.0,2.1908,INLAND,2
7131,-118.12,34.02,25.0,2655.0,558.0,1466.0,525.0,3.0529,<1H OCEAN,3
12377,-116.31,33.73,19.0,12467.0,2508.0,4086.0,1761.0,3.2846,INLAND,3
3584,-118.51,34.23,27.0,4580.0,918.0,2252.0,850.0,4.7926,<1H OCEAN,4
18567,-121.75,36.93,24.0,4026.0,881.0,2264.0,863.0,3.1327,<1H OCEAN,3
13408,-117.48,34.09,32.0,1650.0,328.0,1124.0,290.0,3.1838,INLAND,3
14348,-117.19,32.75,52.0,25.0,5.0,13.0,5.0,0.536,NEAR OCEAN,1
13202,-117.71,34.06,27.0,2127.0,628.0,1970.0,534.0,1.4722,INLAND,1
15913,-122.41,37.74,47.0,1728.0,398.0,1178.0,315.0,3.2813,NEAR BAY,3
2460,-119.77,36.44,26.0,1727.0,289.0,802.0,259.0,3.2083,INLAND,3
237,-122.2,37.79,44.0,1621.0,452.0,1354.0,491.0,2.619,NEAR BAY,2
10699,-117.75,33.61,16.0,2270.0,488.0,709.0,489.0,3.2845,<1H OCEAN,3
14204,-117.06,32.69,9.0,1520.0,269.0,1250.0,265.0,4.8875,NEAR OCEAN,4
8528,-118.34,33.89,36.0,2274.0,411.0,1232.0,423.0,5.373,<1H OCEAN,4
15558,-117.07,33.12,12.0,2453.0,599.0,1251.0,529.0,2.4122,<1H OCEAN,2
8788,-118.37,33.79,36.0,1596.0,234.0,654.0,223.0,8.2064,NEAR OCEAN,5
6904,-118.14,34.04,37.0,1129.0,212.0,509.0,202.0,2.6146,<1H OCEAN,2
20163,-119.31,34.44,5.0,403.0,48.0,208.0,54.0,12.632,NEAR OCEAN,5
1028,-120.55,38.45,17.0,2277.0,474.0,767.0,356.0,2.5208,INLAND,2
18095,-122.05,37.33,21.0,2052.0,346.0,933.0,351.0,5.3167,<1H OCEAN,4
20303,-119.18,34.16,12.0,460.0,101.0,405.0,103.0,5.2783,NEAR OCEAN,4
3953,-118.65,34.21,5.0,5429.0,665.0,2315.0,687.0,9.6465,<1H OCEAN,5
5303,-118.46,34.07,43.0,2511.0,456.0,808.0,407.0,6.7703,<1H OCEAN,5
17439,-120.45,34.63,32.0,1840.0,309.0,828.0,333.0,4.5486,NEAR OCEAN,4
16984,-122.3,37.56,35.0,1873.0,351.0,945.0,333.0,5.5184,NEAR OCEAN,4
13826,-117.18,34.48,8.0,3561.0,691.0,2156.0,659.0,2.7778,INLAND,2
18178,-122.0,37.36,25.0,3534.0,949.0,1880.0,849.0,3.4238,<1H OCEAN,3
10075,-120.15,39.36,9.0,2254.0,400.0,694.0,243.0,5.6856,INLAND,4
6966,-118.06,33.99,45.0,1471.0,255.0,670.0,250.0,4.5478,<1H OCEAN,4
10639,-117.79,33.69,15.0,1875.0,316.0,890.0,316.0,6.5783,<1H OCEAN,5
14477,-117.21,32.85,15.0,2593.0,521.0,901.0,456.0,4.2065,NEAR OCEAN,3
2050,-119.71,36.73,19.0,3972.0,585.0,1586.0,560.0,5.2608,INLAND,4
14736,-117.04,32.81,12.0,2880.0,406.0,1381.0,418.0,6.5412,<1H OCEAN,5
18930,-122.14,38.07,31.0,3401.0,616.0,1750.0,602.0,4.6761,NEAR BAY,4
18608,-122.0,37.12,17.0,4413.0,672.0,1674.0,608.0,6.9772,<1H OCEAN,5
5038,-118.35,33.98,47.0,2512.0,461.0,1082.0,426.0,3.8235,<1H OCEAN,3
14389,-117.23,32.74,16.0,1953.0,404.0,798.0,385.0,4.8167,NEAR OCEAN,4
15733,-122.44,37.78,52.0,1118.0,279.0,514.0,284.0,2.4196,NEAR BAY,2
1998,-119.77,36.75,39.0,1287.0,332.0,1386.0,306.0,1.5227,INLAND,2
13258,-117.69,34.1,17.0,3759.0,1035.0,1722.0,847.0,2.6074,INLAND,2
4903,-118.25,34.01,30.0,962.0,291.0,1280.0,263.0,1.4464,<1H OCEAN,1
9,-122.25,37.84,52.0,3549.0,707.0,1551.0,714.0,3.6912,NEAR BAY,3
10000,-121.08,39.02,13.0,1839.0,275.0,752.0,270.0,4.2031,INLAND,3
18222,-122.08,37.4,25.0,1750.0,341.0,999.0,319.0,5.806,NEAR BAY,4
9142,-117.89,34.49,12.0,3449.0,598.0,1502.0,540.0,3.7043,INLAND,3
20301,-119.2,34.15,27.0,2076.0,681.0,1904.0,647.0,1.4773,NEAR OCEAN,1
9271,-122.62,38.15,14.0,2259.0,341.0,1127.0,346.0,6.4092,<1H OCEAN,5
15191,-117.05,33.02,18.0,917.0,121.0,388.0,131.0,6.3517,<1H OCEAN,5
8484,-118.3,33.92,34.0,2053.0,382.0,1258.0,380.0,3.0139,<1H OCEAN,3
8125,-118.18,33.82,43.0,2210.0,469.0,1042.0,418.0,3.5,NEAR OCEAN,3
14218,-117.05,32.68,19.0,1469.0,275.0,1010.0,292.0,3.5664,NEAR OCEAN,3
12379,-116.46,33.78,33.0,2565.0,745.0,2301.0,638.0,2.5477,INLAND,2
7523,-118.24,33.91,38.0,745.0,152.0,721.0,160.0,1.875,<1H OCEAN,2
20400,-118.85,34.21,25.0,1328.0,209.0,691.0,228.0,4.9234,<1H OCEAN,4
11103,-117.88,33.85,34.0,1127.0,185.0,588.0,181.0,4.375,<1H OCEAN,3
2659,-123.84,40.28,28.0,2809.0,605.0,1093.0,438.0,2.0962,<1H OCEAN,2
7232,-118.13,34.02,36.0,984.0,275.0,1024.0,284.0,2.125,<1H OCEAN,2
9289,-122.51,38.06,24.0,9493.0,1935.0,5162.0,1880.0,3.0742,NEAR BAY,3
8732,-118.32,33.84,42.0,1486.0,420.0,897.0,377.0,1.6228,<1H OCEAN,2
2107,-119.74,36.74,39.0,4893.0,1210.0,4749.0,1067.0,1.2065,INLAND,1
10133,-117.91,33.91,34.0,1763.0,303.0,894.0,297.0,5.0096,<1H OCEAN,4
10208,-117.91,33.88,34.0,1851.0,291.0,784.0,290.0,5.2336,<1H OCEAN,4
9671,-119.07,37.8,12.0,1736.0,352.0,330.0,123.0,3.5294,INLAND,3
3257,-120.0,35.91,16.0,259.0,53.0,131.0,38.0,3.125,INLAND,3
7538,-118.21,33.91,26.0,2422.0,632.0,2601.0,583.0,1.7824,<1H OCEAN,2
12852,-121.37,38.68,35.0,1620.0,276.0,939.0,277.0,2.5542,INLAND,2
12040,-117.48,33.89,14.0,10395.0,1799.0,6295.0,1855.0,4.7295,INLAND,4
17167,-122.25,37.45,34.0,2999.0,365.0,927.0,369.0,10.2811,NEAR OCEAN,5
15735,-122.43,37.78,26.0,3587.0,1034.0,1821.0,936.0,2.6392,NEAR BAY,2
17816,-121.84,37.4,25.0,1866.0,271.0,840.0,275.0,6.8677,<1H OCEAN,5
13751,-117.15,34.05,9.0,1442.0,219.0,633.0,230.0,5.0227,INLAND,4
10077,-120.35,39.34,29.0,1986.0,474.0,337.0,100.0,4.0278,INLAND,3
10776,-117.9,33.65,30.0,2196.0,486.0,1131.0,460.0,4.4135,<1H OCEAN,3
14366,-117.23,32.74,44.0,1404.0,229.0,513.0,217.0,4.1806,NEAR OCEAN,3
9960,-122.26,38.36,25.0,1821.0,344.0,349.0,179.0,6.9931,INLAND,5
464,-122.27,37.87,52.0,3084.0,698.0,1424.0,694.0,2.7372,NEAR BAY,2
10473,-117.73,33.51,5.0,4549.0,786.0,1238.0,632.0,6.1785,<1H OCEAN,5
1745,-122.35,37.95,31.0,2449.0,595.0,1801.0,548.0,2.6328,NEAR BAY,2
10021,-121.25,39.17,9.0,999.0,189.0,411.0,176.0,2.125,INLAND,2
5106,-118.31,33.95,44.0,2490.0,430.0,1305.0,411.0,4.8295,<1H OCEAN,4
19198,-122.69,38.44,31.0,1808.0,315.0,691.0,280.0,3.8583,<1H OCEAN,3
14350,-117.21,32.74,45.0,3025.0,583.0,1980.0,550.0,2.2982,NEAR OCEAN,2
12364,-116.46,33.82,6.0,4863.0,920.0,3010.0,828.0,3.9508,INLAND,3
5464,-118.51,33.98,40.0,1901.0,679.0,865.0,587.0,2.3417,<1H OCEAN,2
3478,-118.51,34.28,29.0,4239.0,653.0,1890.0,631.0,6.3911,<1H OCEAN,5
1141,-121.6,39.75,19.0,2888.0,591.0,984.0,499.0,1.9766,INLAND,2
3165,-118.85,35.2,17.0,2783.0,678.0,2566.0,641.0,1.9907,INLAND,2
12408,-116.25,33.81,24.0,880.0,187.0,507.0,169.0,3.4583,INLAND,3
11454,-118.01,33.67,16.0,3581.0,780.0,1644.0,774.0,5.041,NEAR OCEAN,4
16665,-120.7,35.28,14.0,3768.0,682.0,1884.0,664.0,4.6071,NEAR OCEAN,4
13198,-117.69,34.06,29.0,873.0,226.0,649.0,198.0,2.7986,INLAND,2
15611,-116.89,32.67,9.0,2652.0,393.0,1355.0,362.0,6.2578,<1H OCEAN,5
6414,-118.01,34.14,20.0,3350.0,831.0,1816.0,744.0,2.8352,INLAND,2
16766,-122.48,37.69,33.0,2347.0,512.0,1259.0,481.0,3.4492,NEAR OCEAN,3
9177,-118.52,34.4,5.0,7748.0,1557.0,4768.0,1393.0,5.305,<1H OCEAN,4
7747,-118.16,33.92,36.0,2062.0,351.0,1134.0,358.0,4.4881,<1H OCEAN,3
7223,-118.16,34.02,34.0,1474.0,511.0,1962.0,501.0,1.8715,<1H OCEAN,2
2398,-118.91,36.79,19.0,1616.0,324.0,187.0,80.0,3.7857,INLAND,3
2434,-119.62,36.58,13.0,1788.0,405.0,1652.0,411.0,2.6858,INLAND,2
4345,-118.37,34.12,34.0,2821.0,399.0,843.0,391.0,11.615,<1H OCEAN,5
16352,-121.36,38.03,7.0,3461.0,859.0,1518.0,741.0,3.5684,INLAND,3
12605,-121.49,38.51,18.0,700.0,169.0,260.0,128.0,2.9219,INLAND,2
8734,-118.31,33.83,45.0,2929.0,755.0,1635.0,652.0,2.9375,<1H OCEAN,2
4784,-118.32,34.03,47.0,1082.0,198.0,455.0,193.0,3.0132,<1H OCEAN,3
13884,-116.72,34.89,14.0,4527.0,875.0,1640.0,590.0,2.8594,INLAND,2
7062,-118.03,33.93,35.0,2470.0,416.0,1386.0,411.0,5.2736,<1H OCEAN,4
20396,-118.85,34.23,13.0,5094.0,764.0,2230.0,737.0,6.4823,<1H OCEAN,5
11350,-117.92,33.76,26.0,784.0,177.0,662.0,169.0,2.8438,<1H OCEAN,2
8275,-118.16,33.78,15.0,4798.0,1374.0,3087.0,1212.0,2.127,NEAR OCEAN,2
17267,-119.7,34.36,35.0,1604.0,334.0,904.0,337.0,4.7411,NEAR OCEAN,4
11549,-118.01,33.74,25.0,8110.0,1264.0,3613.0,1232.0,6.0609,<1H OCEAN,5
16136,-122.49,37.79,52.0,3146.0,478.0,1143.0,455.0,6.1407,NEAR BAY,5
8439,-118.36,33.93,44.0,520.0,116.0,392.0,106.0,3.0132,<1H OCEAN,3
18301,-122.14,37.41,35.0,2419.0,426.0,949.0,433.0,6.4588,NEAR BAY,5
3360,-120.71,40.36,19.0,4462.0,828.0,2229.0,777.0,3.5536,INLAND,3
13892,-116.27,34.13,37.0,452.0,109.0,184.0,59.0,3.7292,INLAND,3
14737,-117.05,32.82,16.0,4046.0,731.0,1684.0,701.0,4.2312,<1H OCEAN,3
7339,-118.16,33.97,23.0,1516.0,457.0,1977.0,435.0,2.3068,<1H OCEAN,2
11094,-117.88,33.84,26.0,1499.0,290.0,755.0,277.0,3.5893,<1H OCEAN,3
8946,-118.45,34.02,41.0,2956.0,700.0,1212.0,645.0,3.4583,<1H OCEAN,3
743,-122.11,37.67,38.0,1035.0,247.0,599.0,224.0,3.0917,NEAR BAY,3
8330,-118.3,33.93,35.0,1300.0,356.0,1216.0,326.0,1.2,<1H OCEAN,1
12767,-121.42,38.61,34.0,1126.0,256.0,589.0,243.0,2.1776,INLAND,2
13746,-117.15,34.07,15.0,1852.0,316.0,906.0,298.0,5.3526,INLAND,4
3332,-122.6,38.9,23.0,292.0,56.0,92.0,41.0,2.9583,INLAND,2
15540,-117.14,33.07,12.0,9302.0,1603.0,4074.0,1504.0,4.3513,<1H OCEAN,3
3918,-118.52,34.18,34.0,2307.0,388.0,1168.0,427.0,4.2143,<1H OCEAN,3
13201,-117.7,34.06,7.0,732.0,145.0,431.0,132.0,2.9107,INLAND,2
3732,-118.41,34.18,30.0,2008.0,513.0,1052.0,496.0,3.0119,<1H OCEAN,3
3775,-118.41,34.16,14.0,577.0,150.0,372.0,130.0,4.1875,<1H OCEAN,3
11687,-117.99,33.88,42.0,1461.0,302.0,986.0,314.0,3.9559,<1H OCEAN,3
13715,-117.17,34.12,3.0,15695.0,2248.0,6080.0,1920.0,6.2178,INLAND,5
12518,-121.46,38.55,52.0,3126.0,648.0,1789.0,558.0,1.7616,INLAND,2
4095,-118.4,34.15,44.0,2515.0,510.0,967.0,484.0,5.0754,<1H OCEAN,4
10994,-117.82,33.73,24.0,845.0,190.0,482.0,190.0,4.7039,<1H OCEAN,4
13033,-121.2,38.66,17.0,1605.0,217.0,732.0,241.0,5.47,INLAND,4
12781,-121.43,38.64,34.0,2010.0,411.0,1501.0,422.0,2.0417,INLAND,2
6509,-118.07,34.08,37.0,1210.0,252.0,733.0,243.0,2.806,<1H OCEAN,2
9656,-120.64,36.99,23.0,2363.0,449.0,1168.0,410.0,2.2794,INLAND,2
4321,-118.35,34.08,52.0,1003.0,200.0,514.0,204.0,3.8472,<1H OCEAN,3
7264,-118.22,33.99,24.0,1402.0,482.0,1976.0,466.0,2.6964,<1H OCEAN,2
13878,-117.35,34.44,9.0,11810.0,2181.0,6716.0,2081.0,3.1821,INLAND,3
19273,-122.76,38.44,14.0,4376.0,797.0,1809.0,746.0,3.8244,<1H OCEAN,3
10183,-117.96,33.86,32.0,2366.0,505.0,1283.0,477.0,3.3516,<1H OCEAN,3
20185,-119.16,34.27,24.0,1824.0,331.0,1049.0,320.0,5.9181,NEAR OCEAN,4
963,-121.91,37.69,18.0,2876.0,423.0,1395.0,427.0,6.3132,<1H OCEAN,5
2255,-119.83,36.8,16.0,6101.0,1200.0,3407.0,1134.0,3.125,INLAND,3
2243,-119.79,36.82,25.0,2330.0,462.0,1215.0,467.0,3.2143,INLAND,3
814,-122.03,37.61,37.0,1383.0,259.0,808.0,241.0,4.0125,NEAR BAY,3
578,-122.06,37.71,36.0,3541.0,570.0,1478.0,529.0,4.635,NEAR BAY,4
10948,-117.87,33.75,14.0,5526.0,1916.0,6799.0,1796.0,2.6561,<1H OCEAN,2
9500,-123.69,38.9,17.0,2206.0,478.0,1140.0,428.0,2.1985,NEAR OCEAN,2
5810,-118.26,34.13,25.0,3208.0,1111.0,2843.0,1005.0,2.6673,<1H OCEAN,2
9040,-118.09,34.68,4.0,23386.0,4171.0,10493.0,3671.0,4.0211,INLAND,3
8376,-118.34,33.95,25.0,3762.0,1281.0,4015.0,1178.0,2.1587,<1H OCEAN,2
17822,-121.87,37.38,14.0,3851.0,534.0,2052.0,478.0,7.0735,<1H OCEAN,5
3564,-118.56,34.23,36.0,2406.0,432.0,1242.0,454.0,4.6944,<1H OCEAN,4
10621,-117.83,33.68,4.0,3226.0,838.0,1666.0,800.0,4.1652,<1H OCEAN,3
6126,-117.92,34.11,24.0,2838.0,695.0,2151.0,645.0,3.2202,<1H OCEAN,3
7142,-118.13,34.02,38.0,1243.0,310.0,788.0,286.0,2.5852,<1H OCEAN,2
6719,-118.13,34.13,52.0,2826.0,381.0,924.0,365.0,7.9976,<1H OCEAN,5
6523,-118.04,34.06,31.0,957.0,295.0,1300.0,287.0,2.1383,<1H OCEAN,2
17938,-121.94,37.34,29.0,3377.0,853.0,1674.0,792.0,3.4233,<1H OCEAN,3
6201,-117.89,34.08,25.0,2115.0,489.0,1107.0,477.0,3.1949,<1H OCEAN,3
16909,-122.36,37.57,35.0,1774.0,205.0,588.0,207.0,10.7339,NEAR OCEAN,5
13806,-117.01,34.9,36.0,2181.0,555.0,1404.0,492.0,2.3077,INLAND,2
16248,-121.28,37.98,52.0,941.0,184.0,414.0,171.0,2.1429,INLAND,2
17677,-121.85,37.33,16.0,2987.0,874.0,4241.0,841.0,2.8024,<1H OCEAN,2
2320,-119.7,36.81,32.0,2623.0,528.0,1570.0,492.0,2.7159,INLAND,2
11650,-118.04,33.85,23.0,3132.0,469.0,1646.0,478.0,5.777,<1H OCEAN,4
1504,-122.03,37.94,21.0,5541.0,776.0,2214.0,737.0,5.5777,NEAR BAY,4
19567,-120.97,37.61,16.0,1326.0,375.0,884.0,375.0,1.871,INLAND,2
1761,-122.33,37.94,42.0,1695.0,345.0,719.0,334.0,3.9417,NEAR BAY,3
17556,-121.88,37.33,45.0,1192.0,371.0,1084.0,345.0,2.8594,<1H OCEAN,2
15754,-122.45,37.77,52.0,2191.0,627.0,1100.0,585.0,3.0409,NEAR BAY,3
12003,-117.57,33.9,7.0,3797.0,850.0,2369.0,720.0,3.5525,INLAND,3
391,-122.3,37.9,15.0,5083.0,1212.0,2420.0,1146.0,4.5824,NEAR BAY,4
6667,-118.1,34.17,44.0,4505.0,894.0,2296.0,899.0,3.4811,INLAND,3
3996,-118.59,34.18,7.0,11853.0,2691.0,4404.0,2447.0,4.2009,<1H OCEAN,3
14181,-117.05,32.72,35.0,1777.0,369.0,1158.0,353.0,3.4107,NEAR OCEAN,3
18560,-122.05,36.87,18.0,2232.0,440.0,1091.0,458.0,3.8269,NEAR OCEAN,3
523,-122.24,37.77,52.0,1153.0,235.0,481.0,223.0,2.6411,NEAR BAY,2
5325,-118.43,34.04,52.0,2425.0,435.0,962.0,412.0,5.8587,<1H OCEAN,4
11333,-117.96,33.75,22.0,2300.0,539.0,1625.0,542.0,2.78,<1H OCEAN,2
5311,-118.43,34.06,41.0,1463.0,267.0,601.0,267.0,5.3777,<1H OCEAN,4
3158,-118.95,35.26,24.0,1341.0,214.0,667.0,184.0,4.0,INLAND,3
4591,-118.28,34.06,42.0,2472.0,,3795.0,1179.0,1.2254,<1H OCEAN,1
1824,-122.31,37.93,36.0,1526.0,256.0,696.0,263.0,3.5089,NEAR BAY,3
2053,-119.73,36.68,32.0,755.0,205.0,681.0,207.0,1.7986,INLAND,2
333,-122.17,37.74,43.0,818.0,193.0,494.0,179.0,2.4776,NEAR BAY,2
6289,-117.91,34.04,15.0,8749.0,1761.0,5278.0,1691.0,4.6324,<1H OCEAN,4
5578,-118.3,33.85,38.0,123.0,36.0,142.0,40.0,2.3942,<1H OCEAN,2
15557,-117.07,33.12,32.0,2474.0,499.0,1224.0,461.0,2.7216,<1H OCEAN,2
7729,-118.13,33.93,38.0,2040.0,458.0,1775.0,445.0,3.5227,<1H OCEAN,3
14103,-117.1,32.75,21.0,2063.0,609.0,1686.0,558.0,1.4828,NEAR OCEAN,1
11625,-118.06,33.82,25.0,2637.0,462.0,965.0,415.0,4.5833,<1H OCEAN,4
16856,-122.41,37.62,39.0,3119.0,758.0,1807.0,696.0,3.2216,NEAR OCEAN,3
20419,-118.85,34.19,27.0,2287.0,320.0,967.0,321.0,6.5162,<1H OCEAN,5
5018,-118.33,34.0,24.0,873.0,320.0,529.0,308.0,0.9304,<1H OCEAN,1
4406,-118.24,34.08,52.0,137.0,26.0,65.0,24.0,4.025,<1H OCEAN,3
20309,-119.15,34.17,22.0,1612.0,334.0,1431.0,335.0,4.8125,NEAR OCEAN,4
1062,-121.86,39.75,18.0,1651.0,309.0,856.0,293.0,3.5046,INLAND,3
3979,-118.61,34.19,28.0,3824.0,749.0,1790.0,701.0,4.1154,<1H OCEAN,3
14858,-117.08,32.65,17.0,2633.0,712.0,1487.0,694.0,2.5392,NEAR OCEAN,2
13912,-116.14,34.22,32.0,3298.0,1228.0,763.0,360.0,1.875,INLAND,2
2666,-115.52,33.13,18.0,1109.0,283.0,1006.0,253.0,2.163,INLAND,2
762,-122.08,37.65,35.0,1813.0,393.0,1093.0,374.0,3.6818,NEAR BAY,3
3298,-122.63,38.96,17.0,1708.0,459.0,633.0,312.0,1.75,INLAND,2
1290,-121.79,38.0,34.0,3090.0,593.0,1588.0,566.0,3.6118,INLAND,3
6886,-118.1,34.06,31.0,2852.0,740.0,3100.0,725.0,2.9524,<1H OCEAN,2
8140,-118.11,33.82,36.0,1999.0,390.0,887.0,379.0,3.8162,<1H OCEAN,3
9047,-118.09,34.71,5.0,5807.0,1182.0,2602.0,1007.0,2.4012,INLAND,2
8118,-118.18,33.8,42.0,2301.0,621.0,2114.0,561.0,2.0579,NEAR OCEAN,2
13554,-117.31,34.1,52.0,1457.0,415.0,1238.0,341.0,2.0089,INLAND,2
3586,-118.53,34.23,32.0,4039.0,984.0,2675.0,941.0,3.0321,<1H OCEAN,3
4423,-118.25,34.07,43.0,764.0,322.0,1275.0,306.0,2.0,<1H OCEAN,2
446,-122.29,37.87,52.0,895.0,198.0,386.0,204.0,3.875,NEAR BAY,3
20461,-118.75,34.28,22.0,3844.0,537.0,1665.0,492.0,6.2059,<1H OCEAN,5
17905,-121.97,37.35,35.0,1880.0,370.0,926.0,321.0,4.2273,<1H OCEAN,3
10963,-117.88,33.77,31.0,2549.0,355.0,1044.0,362.0,6.9737,<1H OCEAN,5
8300,-118.14,33.76,50.0,914.0,167.0,322.0,165.0,4.7361,NEAR OCEAN,4
9589,-120.47,37.34,9.0,2934.0,511.0,1227.0,501.0,3.6742,INLAND,3
18942,-122.08,38.3,2.0,6718.0,858.0,2012.0,654.0,6.8872,INLAND,5
11840,-120.93,39.9,20.0,1511.0,328.0,791.0,320.0,2.0221,INLAND,2
9625,-120.32,37.29,9.0,695.0,188.0,810.0,190.0,1.6172,INLAND,2
127,-122.21,37.84,44.0,3424.0,597.0,1358.0,597.0,6.0194,NEAR BAY,5
12876,-121.36,38.66,22.0,2878.0,599.0,1362.0,541.0,2.7955,INLAND,2
7350,-118.16,33.97,31.0,1363.0,428.0,1897.0,364.0,2.3929,<1H OCEAN,2
11422,-117.98,33.71,24.0,3430.0,548.0,1601.0,512.0,5.6825,<1H OCEAN,4
8588,-118.39,33.89,30.0,2532.0,464.0,1056.0,419.0,6.3434,<1H OCEAN,5
6609,-118.15,34.19,38.0,1750.0,411.0,1398.0,409.0,2.3967,<1H OCEAN,2
14281,-117.13,32.71,44.0,1697.0,413.0,1396.0,363.0,1.5474,NEAR OCEAN,2
1804,-122.33,37.93,34.0,2326.0,471.0,1356.0,441.0,2.3475,NEAR BAY,2
20072,-120.37,37.98,29.0,2508.0,591.0,1112.0,550.0,1.6021,INLAND,2
17440,-120.44,34.66,22.0,3231.0,549.0,1739.0,581.0,4.5417,NEAR OCEAN,4
19697,-121.63,39.1,22.0,3585.0,548.0,1757.0,577.0,4.174,INLAND,3
7702,-118.13,33.96,36.0,1933.0,341.0,958.0,335.0,4.4732,<1H OCEAN,3
14784,-117.09,32.55,8.0,6533.0,1217.0,4797.0,1177.0,3.9583,NEAR OCEAN,3
19609,-121.14,37.47,38.0,2427.0,450.0,1272.0,474.0,2.8833,INLAND,2
9965,-122.48,38.48,29.0,2278.0,397.0,765.0,322.0,4.6379,INLAND,4
19467,-120.97,37.68,9.0,1114.0,172.0,529.0,174.0,4.7159,INLAND,4
14899,-117.08,32.6,24.0,1901.0,490.0,1334.0,476.0,2.2544,NEAR OCEAN,2
16293,-121.23,37.96,37.0,2351.0,564.0,1591.0,549.0,1.6563,INLAND,2
16347,-121.35,38.02,16.0,1665.0,311.0,1301.0,259.0,2.8403,INLAND,2
15878,-122.41,37.75,52.0,1678.0,386.0,1220.0,357.0,2.5809,NEAR BAY,2
9156,-118.51,34.43,15.0,8510.0,1258.0,3733.0,1233.0,6.1082,<1H OCEAN,5
20498,-118.7,34.29,25.0,1678.0,252.0,862.0,268.0,6.1834,<1H OCEAN,5
6822,-118.09,34.08,42.0,1003.0,236.0,769.0,231.0,3.1607,<1H OCEAN,3
3463,-118.45,34.31,28.0,1532.0,287.0,977.0,275.0,4.4773,<1H OCEAN,3
15353,-117.31,33.25,13.0,3075.0,630.0,1843.0,674.0,2.8558,<1H OCEAN,2
17970,-121.96,37.32,11.0,1711.0,493.0,1094.0,543.0,3.73,<1H OCEAN,3
19536,-120.93,37.65,1.0,2254.0,328.0,402.0,112.0,4.25,INLAND,3
9783,-121.2,36.14,12.0,3738.0,710.0,2337.0,664.0,3.9647,<1H OCEAN,3
4089,-118.42,34.15,48.0,680.0,131.0,268.0,126.0,4.615,<1H OCEAN,4
4123,-118.22,34.14,50.0,3657.0,708.0,1725.0,644.0,5.5456,<1H OCEAN,4
8131,-118.12,33.83,45.0,1579.0,278.0,687.0,285.0,5.0424,<1H OCEAN,4
12687,-121.5,38.59,43.0,88.0,21.0,119.0,19.0,1.725,INLAND,2
17349,-120.43,34.9,27.0,2019.0,354.0,1029.0,346.0,3.5391,<1H OCEAN,3
5209,-118.27,33.93,38.0,2073.0,500.0,1657.0,470.0,1.2098,<1H OCEAN,1
18874,-122.22,38.08,37.0,4590.0,857.0,2920.0,832.0,3.436,NEAR BAY,3
1992,-119.81,36.72,46.0,1414.0,268.0,902.0,243.0,1.5833,INLAND,2
7026,-118.09,33.96,36.0,3271.0,603.0,2593.0,616.0,3.3621,<1H OCEAN,3
6737,-118.08,34.13,39.0,788.0,128.0,413.0,139.0,5.9546,INLAND,4
3039,-119.12,35.37,13.0,4527.0,713.0,2170.0,671.0,4.8266,INLAND,4
17854,-121.89,37.46,5.0,1519.0,186.0,705.0,186.0,10.3798,<1H OCEAN,5
13277,-117.64,34.09,34.0,2839.0,659.0,1822.0,631.0,3.05,INLAND,3
343,-122.19,37.75,36.0,1126.0,263.0,482.0,150.0,1.9167,NEAR BAY,2
1436,-122.01,37.98,29.0,2001.0,373.0,956.0,370.0,4.317,NEAR BAY,3
6625,-118.14,34.17,42.0,2757.0,713.0,2112.0,653.0,2.7148,<1H OCEAN,2
2541,-124.17,40.8,52.0,1606.0,419.0,891.0,367.0,1.585,NEAR OCEAN,2
16094,-122.5,37.76,50.0,1993.0,410.0,1009.0,374.0,3.9464,NEAR OCEAN,3
11885,-117.37,33.98,27.0,1342.0,547.0,844.0,484.0,1.1194,INLAND,1
